type	freq
seasonal	936
seasonality	38
seasonally	98
seasoned	240
seasoning	255
seasonings	30
seasons	1204
seat	6356
seated	1288
seater	290
seaters	38
seating	462
seats	4624
seaward	118
seawards	32
seaworthiness	4
seaworthy	23
sebaceous	18
sebum	10
sec	658
secant	2
secants	1
secateur	2
secateurs	54
secco	5
secede	61
seceded	16
secedes	2
seceding	14
secession	232
secessionist	52
secessionists	14
secessions	7
seclude	5
secluded	269
secluding	2
seclusion	137
seclusions	2
seclusive	1
second	42980
secondaries	35
secondarily	37
secondary	4871
seconded	533
seconder	143
seconders	15
secondhand	179
seconding	79
secondly	2822
secondment	185
secondments	42
seconds	4059
secrecy	665
secret	5595
secretarial	329
secretariat	430
secretariats	14
secretaries	802
secretary	16701
secretaryship	29
secrete	78
secreted	155
secretes	21
secreting	93
secretion	860
secretions	112
secretive	237
secretively	11
secretiveness	14
secretly	684
secretor	6
secretory	144
secrets	1331
secs	517
sect	251
sectarian	337
sectarianism	63
section	19353
sectional	291
sectioned	87
sectioning	17
sections	4683
sector	9239
sectoral	126
sectors	2293
sects	134
secular	958
secularisation	46
secularise	1
secularised	14
secularising	1
secularism	55
secularist	47
secularists	7
secularization	30
secularize	1
secularized	14
secularizing	5
secure	4559
secured	1940
securely	344
secures	89
securing	937
securities	1919
security	13881
sedan	50
sedans	2
sedate	97
sedated	42
sedately	46
sedateness	2
sedates	2
sedating	4
sedation	93
sedative	70
sedatives	46
sedentary	142
seder	5
sederunt	37
sedge	51
sedgy	2
sedilia	3
sediment	600
sedimentary	193
sedimentation	206
sediments	509
sedition	102
seditions	1
seditious	83
seduce	142
seduced	222
seducer	41
seducers	10
seduces	16
seducing	51
seduction	149
seductions	13
seductive	235
seductively	41
seductiveness	6
sedulous	1
sedulously	10
sedum	18
see	115594
seed	1768
seeded	208
seedier	6
seediest	3
seediness	9
seeding	70
seedless	25
seedling	42
seedlings	222
seeds	1639
seedy	125
seein	20
seeing	6643
seek	5380
seeker	97
seekers	303
seeking	4860
seeks	1505
seel	9
seeling	2
seels	2
seely	20
seem	16509
seemed	22105
seeming	571
seemingly	1195
seemly	32
seems	20784
seen	36406
seep	114
seepage	47
seepages	6
seeped	118
seeping	156
seeps	46
seer	56
seers	41
seersucker	9
sees	3501
seesaw	18
seesawed	2
seesawing	1
seesaws	6
seest	4
seethe	14
seethed	54
seethes	9
seething	184
segment	765
segmental	114
segmentary	9
segmentation	249
segmentations	14
segmented	136
segmenting	33
segments	798
segregate	41
segregated	238
segregates	6
segregating	22
segregation	428
segregationist	8
segregations	1
segue	2
segued	7
segueing	2
segues	1
seige	26
seigneur	27
seigneurial	16
seigneurs	7
seined	1
seiner	7
seiners	10
seines	2
seining	2
seisin	18
seismic	317
seismically	9
seismograph	9
seismographic	1
seismographs	5
seismological	9
seismologist	6
seismology	17
seismometers	1
seize	574
seized	1665
seizes	65
seizing	279
seizure	372
seizures	149
seldom	1482
select	3035
selectable	36
selected	4316
selecting	897
selection	6056
selections	226
selective	1361
selectively	240
selectivities	1
selectivity	143
selector	187
selectors	402
selects	244
selenide	3
selenite	4
selenium	39
self	18967
selfhood	25
selfish	661
selfishly	38
selfishness	201
selfless	101
selflessly	20
selflessness	18
selfsame	25
sell	8011
seller	2080
sellers	646
selling	5821
sellotape	87
sells	936
seltzer	21
selva	20
selvedge	43
selvedges	11
selves	224
semantic	1351
semantically	142
semanticist	7
semanticists	5
semantics	424
semaphore	68
semaphores	9
semblance	203
semblances	2
seme	3
semen	151
semes	1
semester	39
semesters	5
semicircle	33
semicircles	5
semicircular	37
semicolon	22
semicolons	5
semiconductor	427
semiconductors	75
semifinalist	1
seminal	207
seminar	1163
seminaries	45
seminars	783
seminary	76
semiological	17
semiologist	1
semiologists	1
semiology	31
semiotic	55
semiotician	2
semioticians	3
semiotics	63
semiquaver	13
semiquavers	10
semitone	44
semitones	25
semivowel	1
semolina	31
semplice	7
senate	1300
senates	6
senator	673
senatorial	32
senators	220
send	7901
sender	235
senders	48
sending	2679
sends	635
senecio	20
senescence	52
senescent	12
seneschal	115
senhor	16
senhora	22
senile	180
senility	49
senior	8299
seniority	172
seniors	164
senor	31
senora	8
senors	2
sens	28
sensate	6
sensation	1386
sensational	454
sensationalise	3
sensationalised	7
sensationalising	2
sensationalism	35
sensationalist	30
sensationalize	2
sensationalized	4
sensationalizing	1
sensationally	36
sensations	461
sense	21690
sensed	913
senseless	184
senselessness	3
senses	1636
sensibilities	135
sensibility	258
sensible	2690
sensibly	439
sensing	476
sensitisation	21
sensitise	8
sensitised	40
sensitises	2
sensitising	10
sensitive	3909
sensitively	118
sensitivities	114
sensitivity	1586
sensitization	34
sensitize	13
sensitized	32
sensitizing	5
sensor	215
sensorial	4
sensorimotor	12
sensorineural	1
sensorium	2
sensors	195
sensory	657
sensual	333
sensualist	8
sensualities	1
sensuality	149
sensually	16
sensuous	199
sensuously	34
sensuousness	7
sent	13305
sentence	5846
sentenced	1213
sentencer	34
sentencers	51
sentences	2843
sentencing	556
sentential	46
sententious	18
sententiously	9
sententiousness	3
sentience	13
sentient	50
sentiment	597
sentimental	499
sentimentalism	2
sentimentalist	7
sentimentality	134
sentimentally	27
sentiments	461
sentinel	67
sentinels	14
sentries	96
sentry	162
sepals	9
separable	91
separably	1
separate	9075
separated	2367
separately	1757
separateness	62
separatenesses	1
separates	282
separating	601
separation	1844
separations	91
separatism	133
separatist	262
separatists	85
separator	24
separators	14
sephardic	14
sephardim	3
sepia	86
sepias	1
sepoy	56
sepoys	52
sepsis	82
sept	3243
septa	10
septal	11
septate	3
september	10595
septet	10
septic	88
septicaemia	49
septuagenarian	9
septuagenarians	3
septuagint	15
septum	10
sepulchral	30
sepulchrally	4
sepulchre	38
sepulchres	7
sequel	263
sequelae	20
sequels	38
sequence	4289
sequenced	128
sequences	1435
sequencing	247
sequential	397
sequentially	96
sequester	6
sequestered	47
sequestering	5
sequestrate	2
sequestrated	23
sequestrating	1
sequestration	56
sequestrations	5
sequin	12
sequinned	17
sequins	58
sequoia	120
sera	160
serac	4
seracs	3
seraglio	24
seraglios	1
serape	3
seraph	9
seraphic	16
seraphim	12
seraphin	3
sere	6
serenade	86
serenades	20
serenata	16
serendipitous	9
serendipity	27
serene	211
serenely	83
serenity	165
serf	78
serfdom	125
serfs	176
serge	108
sergeant	2584
sergeants	161
serges	2
serial	1127
serialisation	23
serialise	4
serialised	22
serialising	2
serialization	10
serialize	2
serialized	12
serially	44
serials	105
seriatim	7
serie	37
series	14582
serif	43
serifed	1
seriffed	1
serifs	12
serine	44
serines	1
serious	12168
seriously	5576
seriousness	568
serjeant	72
serjeants	30
sermon	392
sermonise	1
sermonises	1
sermonising	3
sermonize	3
sermonized	2
sermonizing	7
sermons	265
serologic	3
serological	54
serologically	7
serology	15
seronegative	21
seropositive	41
serostatus	1
serotonergic	2
serotonin	99
serotype	1
serotyped	1
serotypes	1
serotyping	2
serous	4
serpent	260
serpentine	106
serpents	70
serrate	1
serrated	64
serrating	1
serrations	2
serried	37
serum	1336
serums	10
servant	1737
servants	2848
serve	5314
served	6300
server	1913
serveries	3
servers	692
servery	13
serves	1729
service	31319
serviceable	117
serviced	261
services	24909
servicing	525
serviette	19
serviettes	11
servile	89
servility	23
serving	2999
servings	19
servitor	11
servitors	18
servitude	70
servitudes	1
servo	103
servomechanisms	4
servomotors	2
servos	30
sesame	128
sessile	42
session	4434
sessional	29
sessions	2139
sestet	5
sestina	3
set	45793
seta	6
sets	5047
sett	79
settee	320
settees	25
setter	71
setters	79
setting	7645
settings	1007
settle	2524
settled	4010
settlement	4565
settlements	1306
settler	66
settlers	487
settles	223
settling	873
settlor	382
settlors	10
setts	53
seven	18976
sevenfold	16
sevens	335
seventeen	1821
seventeenth	1589
seventh	1578
sevenths	25
seventies	1034
seventieth	28
seventy	3622
sever	129
severable	29
several	23452
severally	47
severance	164
severances	1
severe	4580
severed	411
severely	1745
severeness	1
severer	7
severest	43
severing	91
severity	793
severs	27
sew	214
sewage	784
sewed	77
sewer	223
sewerage	149
sewers	221
sewing	625
sewn	253
sews	7
sex	8673
sexed	37
sexes	673
sexier	28
sexiest	38
sexily	7
sexiness	20
sexing	48
sexism	303
sexist	424
sexists	3
sexless	31
sexologist	3
sexology	10
sexpot	2
sext	7
sextant	20
sextants	1
sextet	16
sextets	3
sexton	90
sextons	1
sextuplet	1
sextuplets	12
sexual	6883
sexualised	4
sexualises	1
sexualising	2
sexuality	1373
sexualization	6
sexualized	4
sexualizes	1
sexually	1025
sexy	640
sez	35
sf	159
sgraffito	2
sgt	430
sgts	9
shabbier	10
shabbiest	2
shabbily	22
shabbiness	25
shabby	412
shack	110
shackle	21
shackled	49
shackles	85
shackling	8
shacks	58
shad	15
shade	1453
shaded	361
shades	922
shadiness	1
shading	161
shadings	13
shadow	3035
shadowed	214
shadowing	98
shadows	1454
shadowy	381
shads	2
shady	268
shaft	892
shafted	34
shafting	29
shafts	389
shag	112
shagged	22
shagger	3
shaggers	1
shagginess	1
shagging	41
shaggy	171
shags	19
shah	1090
shahs	58
shake	1728
shakedown	10
shakedowns	2
shaken	793
shaker	83
shakers	34
shakes	274
shakily	153
shakiness	5
shaking	1856
shako	10
shakos	7
shaky	453
shale	184
shales	123
shall	19819
shallop	2
shallot	163
shallots	51
shallow	1402
shallower	96
shallowest	10
shallowly	18
shallowness	29
shallows	113
shally	3
shalom	5
shalt	109
sham	230
shaman	146
shamanism	18
shamans	81
shamble	11
shambled	31
shambles	207
shambling	59
shambolic	33
shame	2002
shamed	106
shameful	239
shamefully	43
shameless	83
shamelessly	71
shamen	105
shames	22
shaming	50
shamming	8
shammy	4
shampoo	305
shampooed	17
shampooing	31
shampoos	70
shamrock	87
shamrocks	10
shams	28
shamus	23
shan	540
shandies	6
shandy	62
shank	62
shanks	96
shanter	15
shanties	30
shantih	13
shantung	10
shanty	113
shape	6838
shaped	2875
shapeless	120
shapelessly	6
shapelessness	5
shapeliest	1
shapeliness	4
shapely	138
shaper	36
shapers	14
shapes	1972
shaping	672
shard	36
shards	88
share	13603
shared	4999
shares	8387
sharia	43
shariah	3
sharing	2698
shark	350
sharks	233
sharp	5010
sharpen	173
sharpened	319
sharpener	41
sharpeners	9
sharpening	150
sharpens	30
sharper	312
sharpest	106
sharpish	21
sharply	2355
sharpness	295
sharps	32
sharpshooter	9
sharpshooters	6
sharpshooting	1
shatter	112
shattered	1037
shattering	300
shatteringly	13
shatters	39
shave	341
shaved	319
shaven	183
shaver	37
shavers	13
shaves	20
shaving	230
shavings	55
shawl	230
shawls	73
she	353421
sheaf	122
shear	240
sheared	40
shearer	406
shearers	24
shearing	101
shears	124
shearwater	30
shearwaters	29
sheath	163
sheathe	3
sheathed	92
sheathes	1
sheathing	14
sheaths	27
sheaves	70
shebang	10
shebeen	5
shed	2159
shedding	255
sheds	412
sheen	210
sheens	3
sheeny	2
sheep	3103
sheepfold	11
sheepfolds	5
sheepish	84
sheepishly	96
sheepishness	1
sheer	2032
sheerness	42
sheet	4312
sheeted	57
sheeting	144
sheets	2355
sheik	36
sheikh	324
sheikhdoms	4
sheikhs	28
sheiks	7
shekel	20
shekels	17
shelduck	36
shelf	1547
shell	2456
shellac	36
shellacked	1
shelled	147
shelling	219
shells	1001
shelter	1499
sheltered	777
sheltering	167
shelters	254
shelve	49
shelved	155
shelves	1162
shelving	148
shenanigans	36
sheol	4
shepherd	1129
shepherded	50
shepherdess	20
shepherdesses	11
shepherding	27
shepherds	283
sherbet	26
sherd	32
sherds	48
sheriff	1036
sheriffs	77
sherpa	54
sherpas	29
sherries	9
sherry	578
shew	29
shewed	7
shewing	10
shews	5
shiatsu	18
shibboleth	16
shibboleths	15
shied	86
shield	1188
shielded	148
shielding	147
shields	1018
shieling	9
shielings	11
shies	12
shift	4184
shifted	1329
shiftier	1
shiftily	5
shiftiness	2
shifting	1097
shiftless	10
shifts	1171
shifty	121
shigella	9
shiitake	2
shiite	46
shiites	21
shiksa	6
shiksas	4
shillelagh	4
shillelaghs	1
shilling	531
shillings	630
shilly	21
shim	5
shimmed	2
shimmer	81
shimmered	94
shimmering	219
shimmers	16
shimmied	8
shimmies	2
shimmy	11
shimmying	10
shims	2
shin	201
shindig	13
shindigs	3
shine	813
shined	14
shiner	8
shiners	8
shines	232
shingle	262
shingles	64
shininess	2
shining	1168
shinned	11
shinning	13
shins	71
shinto	25
shiny	707
ship	4808
shipment	326
shipments	310
shipped	539
shipper	81
shippers	65
shipping	1404
ships	2674
shipshape	19
shipwright	9
shipwrights	20
shiraz	36
shire	330
shires	113
shirk	48
shirked	16
shirkers	8
shirking	32
shirks	2
shirt	3392
shirted	27
shirts	1172
shirty	15
shite	93
shites	1
shiver	328
shivered	580
shivering	454
shivers	112
shivery	37
shoal	220
shoaled	6
shoaling	29
shoals	138
shoat	1
shoats	1
shock	4373
shocked	1978
shocker	50
shockers	3
shocking	570
shockingly	57
shocks	353
shod	116
shoddier	1
shoddiest	1
shoddily	6
shoddiness	9
shoddy	137
shoe	1267
shoed	8
shoehorn	11
shoeing	50
shoeless	12
shoes	3529
shofar	1
shone	821
shoo	35
shooed	41
shooing	15
shook	4760
shoot	1893
shooter	67
shooters	40
shooting	2246
shootings	125
shoots	609
shop	10869
shopaholic	5
shopaholics	3
shoplift	15
shoplifted	5
shoplifter	15
shoplifters	31
shoplifting	135
shopped	55
shopper	106
shoppers	513
shopping	3793
shops	5220
shore	1910
shored	27
shores	538
shoring	33
shorn	96
short	23481
shortage	1482
shortages	642
shortbread	45
shortcake	6
shortcoming	50
shortcomings	434
shortcrust	24
shortcut	27
shortcuts	34
shorten	194
shortened	273
shortening	143
shortens	36
shorter	1812
shortest	320
shortfall	456
shortfalls	50
shorthand	317
shortish	28
shortly	3748
shortness	60
shorts	823
shot	8251
shots	1793
shott	1
shotts	20
should	105167
shoulder	4727
shouldered	212
shouldering	52
shoulders	3926
shouldn	4016
shout	1402
shouted	2703
shouter	3
shouters	2
shouting	1802
shouts	521
shove	324
shoved	345
shovel	207
shovelful	11
shovelfuls	1
shovelled	42
shovelling	57
shovels	70
shoves	12
shoving	143
show	26489
showbiz	172
showdown	229
showdowns	2
showed	10416
shower	1651
showered	209
showering	63
showers	418
showery	21
showiness	1
showing	6463
showings	30
shown	14880
shows	11597
showy	62
shrank	217
shrapnel	146
shred	102
shredded	168
shredder	26
shredders	7
shredding	42
shreds	171
shrew	86
shrewd	445
shrewder	13
shrewdest	11
shrewdly	117
shrewdness	48
shrewish	20
shrewishly	2
shrewishness	1
shrews	65
shriek	160
shrieked	178
shrieking	144
shrieks	91
shrift	75
shrike	10
shrill	244
shrilled	39
shriller	11
shrillest	1
shrilling	18
shrillness	9
shrilly	45
shrimp	236
shrimps	171
shrine	523
shrines	141
shrink	428
shrinkable	4
shrinkage	118
shrinkages	2
shrinking	347
shrinks	98
shrive	2
shrived	1
shrivel	43
shrivelled	126
shrivelling	21
shrivels	10
shriven	13
shriving	1
shroud	171
shrouded	257
shrouding	17
shrouds	69
shrove	24
shrub	263
shrubberies	15
shrubbery	59
shrubby	20
shrubs	600
shrug	485
shrugged	2107
shrugging	129
shrugs	129
shrunk	218
shrunken	84
shtetl	6
shtick	2
shuck	8
shucked	2
shucker	1
shucking	1
shucks	8
shudder	308
shuddered	426
shuddering	211
shudders	42
shuffle	273
shuffleboard	1
shuffled	303
shufflers	3
shuffles	36
shuffling	236
shufti	9
shul	5
shun	89
shunned	128
shunning	25
shuns	10
shunt	141
shunted	81
shunter	30
shunters	25
shunting	82
shunts	19
shush	66
shushed	13
shushes	2
shushing	15
shut	4885
shuts	127
shutter	135
shuttered	160
shutters	375
shutting	337
shuttle	474
shuttlecock	15
shuttlecocks	3
shuttled	14
shuttles	39
shuttling	22
shy	1195
shying	33
shylock	49
shyly	171
shyness	178
shyster	10
shysters	4
sial	5
siamang	6
siamangs	5
sibilance	5
sibilant	23
sibilants	2
sibling	163
siblings	295
sibyl	11
sibyls	3
sic	406
sick	4417
sicken	16
sickened	119
sickening	221
sickeningly	37
sickens	13
sicker	11
sickest	7
sickle	173
sickles	16
sickly	224
sickness	1214
sicknesses	14
sicko	6
sickos	1
side	34070
sideboard	191
sideboards	24
sideburn	7
sideburns	32
sidecar	76
sidecars	5
sided	888
sidekick	83
sidekicks	7
sideline	85
sidelined	97
sidelines	175
sidelining	3
sidelong	78
sideman	6
sidemen	3
sidereal	32
siderite	24
siderites	3
sides	6239
sideshow	47
sideshows	35
sideswipe	8
sideswiped	1
sideswiping	1
sidetrack	9
sidetracked	36
sidetracking	2
sidetracks	2
sideways	984
sidewinder	6
siding	109
sidings	147
sidle	22
sidled	56
sidles	8
sidling	33
siege	857
sieges	55
siesta	75
siestas	7
sieve	188
sieved	32
sieves	48
sieving	47
sift	118
sifted	118
sifter	2
sifters	1
sifting	104
sifts	16
sigh	1083
sighed	1863
sighing	188
sighs	198
sight	6455
sighted	593
sightedness	54
sighter	1
sighters	3
sighting	162
sightings	127
sightless	39
sightlessly	14
sights	769
sigil	1
sigils	4
sigma	253
sigmas	4
sigmoid	87
sigmoidal	6
sigmoidoscopy	64
sign	8233
signal	3217
signaled	5
signaling	3
signalled	630
signalling	560
signally	36
signals	2055
signatories	230
signatory	150
signature	1090
signatures	450
signed	5986
signer	40
signers	32
signet	113
significance	4611
significances	27
significant	12036
significantly	4172
signification	108
significations	16
signified	274
signifieds	25
signifier	107
signifiers	72
signifies	164
signify	317
signifying	147
signing	1709
signings	87
signor	189
signora	97
signore	31
signori	8
signorina	94
signs	4845
sika	6
silage	109
silages	1
silence	5437
silenced	221
silencer	47
silencers	13
silences	157
silencing	65
silene	16
silent	3513
silently	1095
silenus	7
silesian	20
silhouette	259
silhouetted	122
silhouettes	84
silhouetting	8
silica	179
silicas	2
silicate	56
silicates	50
siliceous	16
silicic	5
silicium	3
silicon	618
silicone	177
silicosis	5
silk	2207
silken	174
silkier	1
silkiest	1
silkily	59
silkiness	11
silks	159
silky	253
sill	279
sillier	15
silliest	25
sillily	4
silliness	46
sills	96
silly	2684
silo	39
silos	52
silt	195
silted	39
silting	35
silts	28
silty	39
silurian	105
silver	5226
silvered	63
silverfish	30
silvering	23
silverware	64
silverweed	26
silvery	289
silvicultural	9
simazine	7
simian	25
simians	1
similar	18334
similarities	877
similarity	807
similarly	4482
simile	87
similes	30
similitude	7
simmental	56
simmentals	4
simmer	248
simmered	43
simmering	161
simmers	11
simnel	14
simony	11
simp	7
simpatico	6
simper	13
simpered	21
simpering	32
simpers	3
simple	13802
simpleness	2
simpler	955
simplest	980
simpleton	27
simpletons	2
simplex	69
simplicities	18
simplicity	926
simplification	271
simplifications	41
simplified	631
simplifies	78
simplify	336
simplifying	123
simplistic	367
simplistically	26
simply	17293
simulacra	7
simulacrum	23
simulate	204
simulated	278
simulates	28
simulating	65
simulation	473
simulations	202
simulator	124
simulators	55
simulcast	5
simulcasting	3
simultaneity	27
simultaneous	637
simultaneously	1733
sin	1364
since	49016
sincere	462
sincerely	1125
sincerity	295
sine	237
sinecure	21
sinecures	10
sines	13
sinew	46
sinews	52
sinewy	66
sinfonia	53
sinful	167
sinfully	6
sinfulness	46
sing	2174
singe	15
singed	54
singeing	10
singer	1784
singers	683
singes	1
singing	2774
single	20069
singled	350
singleness	19
singles	885
singlet	26
singletons	24
singlets	5
singling	49
singly	192
sings	312
singular	521
singularities	128
singularity	283
singularly	191
singulars	6
sinister	677
sinisterly	8
sink	1831
sinker	68
sinkers	7
sinking	757
sinks	295
sinned	62
sinner	144
sinners	168
sinning	32
sins	578
sinter	8
sintered	18
sintering	4
sinters	1
sinuous	72
sinuously	16
sinus	76
sinuses	49
sinusitis	12
sinusoid	8
sinusoidal	100
sinusoids	4
sion	42
sip	354
siphon	80
siphoned	28
siphoning	20
siphonophores	1
siphons	14
siporax	43
sipped	500
sipper	1
sippers	2
sipping	289
sips	72
sir	18456
sirdar	6
sirdars	1
sire	126
sired	53
siree	4
siren	255
sirens	176
sires	31
siring	6
sirloin	27
sirocco	8
sirrah	8
sirree	2
sirs	74
sisal	23
siskin	7
siskins	10
sissy	19
sister	7517
sisterhood	36
sisterly	33
sisters	2005
sisyphean	4
sit	8581
sitar	22
sitars	5
sitcom	71
sitcoms	30
site	10192
sited	417
sites	5783
sith	10
siting	221
sits	1218
sitter	162
sitters	85
sittin	29
sitting	9147
sittings	103
situ	371
situate	48
situated	1956
situates	17
situating	12
situation	15744
situational	114
situationally	11
situationist	50
situationists	46
situations	3852
six	32723
sixes	150
sixfold	24
sixteen	2744
sixteenth	1238
sixteenths	12
sixth	2838
sixthly	14
sixths	65
sixties	1433
sixtieth	25
sixtieths	4
sixty	5078
sizable	78
size	12992
sizeable	464
sized	1617
sizes	1732
sizing	67
sizzle	39
sizzled	34
sizzler	14
sizzlers	1
sizzles	7
sizzling	114
sjambok	4
sjamboks	1
skald	4
skalds	4
skank	3
skanked	1
skanky	2
skate	134
skated	30
skater	49
skaters	77
skates	127
skating	229
skedaddle	1
skedaddled	2
skeeter	5
skein	61
skeins	28
skeletal	295
skeleton	645
skeletons	263
skelter	30
skeptical	15
skepticism	7
skepticisms	1
skeptics	1
sketch	777
sketched	236
sketches	581
sketchier	5
sketchiest	7
sketchily	9
sketchiness	3
sketching	195
sketchy	114
skew	66
skewbald	4
skewbalds	1
skewed	104
skewer	54
skewered	28
skewering	5
skewers	40
skewing	18
skews	7
ski	1072
skid	129
skidded	120
skidding	68
skidoo	3
skidoos	1
skids	47
skied	64
skier	77
skiers	192
skies	631
skiff	27
skiffle	13
skiffs	4
skiing	821
skilful	448
skilfully	284
skill	3512
skilled	2014
skillet	11
skillets	4
skillful	17
skillfully	6
skilling	72
skills	9101
skim	103
skimmed	287
skimmer	52
skimmers	35
skimming	158
skimp	32
skimped	21
skimpiest	3
skimping	20
skimps	1
skimpy	71
skims	18
skin	6958
skinflint	16
skinful	19
skinhead	176
skinheads	127
skink	7
skinks	8
skinned	380
skinnier	10
skinniest	1
skinning	36
skinny	320
skins	646
skint	51
skip	556
skipjack	10
skipjacks	1
skipped	205
skipper	1026
skippered	42
skippering	14
skippers	75
skipping	212
skips	110
skirl	7
skirled	3
skirling	6
skirls	1
skirmish	108
skirmished	2
skirmisher	1
skirmishers	36
skirmishes	96
skirmishing	37
skirt	1437
skirted	158
skirting	188
skirts	622
skis	225
skit	11
skits	9
skitter	11
skittered	28
skittering	24
skitters	2
skittish	23
skittishly	9
skittishness	3
skittle	19
skittled	14
skittles	50
skittling	2
skive	16
skived	7
skiver	1
skiving	24
skivvies	8
skivvy	36
skua	41
skuas	43
skulduggery	23
skulk	17
skulked	14
skulker	1
skulkers	1
skulking	44
skulks	4
skull	1042
skullduggery	4
skulls	234
skunk	46
skunks	15
sky	4872
skycap	1
skycaps	1
skylark	51
skylarks	31
skyrocket	3
skyrocketed	7
skyrocketing	2
skyward	25
skywards	39
slab	469
slabs	409
slack	426
slacken	60
slackened	80
slackening	68
slackens	7
slacker	19
slackers	4
slackly	17
slackness	31
slacks	110
slag	202
slagged	18
slagging	39
slags	38
slain	210
slake	25
slaked	12
slaking	8
slalom	196
slaloms	9
slam	450
slammed	829
slammer	9
slammers	9
slamming	258
slams	90
slander	116
slandered	13
slandering	12
slanderous	18
slanders	24
slang	206
slanging	53
slangs	1
slangy	2
slant	154
slanted	111
slanting	117
slants	12
slap	525
slapdash	13
slaphappy	4
slapped	476
slapping	245
slaps	54
slapstick	57
slash	294
slashed	415
slasher	6
slashers	2
slashes	34
slashing	135
slat	13
slate	666
slated	76
slates	236
slather	3
slathered	5
slating	13
slats	80
slatted	58
slattern	19
slatterns	1
slaughter	531
slaughtered	256
slaughterer	13
slaughterers	4
slaughtering	72
slaughters	9
slave	1036
slaved	18
slaver	8
slavered	5
slavering	37
slavers	11
slavery	539
slaves	774
slaving	41
slavish	44
slavishly	49
slay	68
slayed	1
slayer	38
slayers	11
slaying	83
slays	7
sleaze	42
sleazier	3
sleaziest	4
sleazily	1
sleaziness	1
sleazy	70
sled	30
sledge	162
sledged	2
sledgehammer	52
sledgehammers	15
sledges	73
sledging	27
sleds	7
sleek	324
sleeker	10
sleekest	5
sleekly	14
sleekness	9
sleep	7327
sleeper	145
sleepers	133
sleepily	97
sleepiness	31
sleeping	2615
sleepless	192
sleeplessness	25
sleeps	244
sleepy	432
sleet	129
sleetier	1
sleety	8
sleeve	939
sleeved	127
sleeveless	56
sleeves	666
sleigh	47
sleighride	2
sleighs	3
sleight	73
slender	741
slenderer	25
slenderest	9
slenderness	17
slept	1638
sleuth	37
sleuthing	10
sleuths	10
slew	77
slewed	33
slewing	12
slews	4
slice	1060
sliced	674
slicer	21
slicers	1
slices	595
slicing	160
slick	417
slicked	66
slicker	30
slickest	4
slickly	17
slickness	7
slicks	28
slid	1427
slide	1747
slider	31
sliders	13
slides	741
sliding	903
slight	2893
slighted	35
slighter	24
slightest	852
slighting	8
slightly	8617
slights	19
slim	1254
slime	157
slimes	6
slimly	8
slimmed	67
slimmer	153
slimmers	53
slimmest	12
slimming	217
slimness	27
slims	15
slimy	158
sling	236
slinging	54
slings	91
slink	27
slinked	3
slinkiest	1
slinking	25
slinks	4
slinky	40
slip	2479
slippage	68
slippages	1
slipped	2451
slipper	126
slipperiness	6
slippers	360
slippery	455
slipping	860
slippy	44
sliproad	7
sliproads	4
slips	506
slipshod	32
slipstream	30
slipway	38
slipways	6
slit	407
slither	70
slithered	118
slithering	83
slithers	21
slithery	14
slits	191
slitted	18
slitting	36
sliver	127
slivers	76
slob	56
slobber	11
slobbered	11
slobbering	23
slobbers	2
slobbish	1
slobs	12
sloe	19
sloes	7
slog	103
slogan	469
slogans	339
slogged	13
slogger	3
sloggers	3
slogging	31
slogs	3
sloop	45
sloops	11
slop	69
slope	1432
sloped	139
slopes	1061
sloping	437
slopped	37
sloppier	2
sloppiest	3
sloppily	11
sloppiness	26
slopping	56
sloppy	206
slops	24
slosh	25
sloshed	23
sloshes	5
sloshing	28
slot	805
sloth	81
slothful	7
slothfulness	3
sloths	19
slots	465
slotted	240
slotting	50
slouch	50
slouched	65
slouches	9
slouching	23
slough	227
sloughed	20
sloughiness	1
sloughing	13
sloughs	6
sloughy	4
slovenliness	6
slovenly	48
slow	6073
slowcoach	9
slowcoaches	1
slowed	794
slower	962
slowest	88
slowing	466
slowly	7425
slowness	154
slowpoke	3
slows	212
slub	8
slubber	1
slubbered	3
slubs	2
sludge	216
sludges	11
slug	216
sluggard	8
sluggardly	2
sluggards	2
slugged	21
slugging	22
sluggish	244
sluggishly	44
sluggishness	21
slugs	167
sluice	88
sluices	28
slum	314
slumber	108
slumbered	8
slumbering	44
slumberous	1
slumbers	29
slumming	34
slump	649
slumped	676
slumping	59
slumps	63
slums	241
slung	309
slunk	51
slur	100
slurp	37
slurped	22
slurping	23
slurps	3
slurred	113
slurries	12
slurring	35
slurry	170
slurs	27
slush	80
slushier	1
slushy	17
slut	94
sluts	7
sluttish	6
sly	316
slyly	91
slyness	5
smack	382
smacked	219
smacker	8
smackers	6
smacking	125
smackings	1
smacks	105
small	44081
smaller	7251
smallest	1042
smallish	68
smallness	62
smallpox	160
smalls	16
smarm	3
smarmed	2
smarmily	1
smarminess	1
smarmy	18
smart	1787
smarted	16
smarten	29
smartened	13
smartening	11
smartens	3
smarter	89
smartest	57
smarties	61
smarting	79
smartly	281
smartness	19
smarts	12
smarty	15
smash	569
smashed	1005
smasher	19
smashers	2
smashes	53
smashing	503
smattering	60
smatterings	1
smear	308
smeared	210
smearing	55
smears	116
smeary	5
smell	3538
smelled	317
smelliness	1
smelling	437
smells	750
smelly	259
smelt	450
smelted	14
smelter	38
smelters	34
smelting	123
smelts	1
smidge	4
smidgen	11
smidgeon	8
smilax	7
smile	6913
smiled	6899
smiles	932
