word	lemma
bid	5984
biddy	178
bide	124
bidet	52
bield	12
bien	71
biennial	140
biennium	8
bier	26
biff	199
biffin	3
bifida	59
bifocal	20
bifold	2
bifurcate	85
big	33663
bigamy	36
bight	27
bigmouth	3
bigot	190
bigwig	245
bijou	27
bike	2568
bikini	163
bilabial	9
bilateral	819
bilayer	25
bilberry	38
bilboa	2
bildungsroman	5
bile	1224
bilge	26
bilharzia	11
biliary	372
bilingual	417
bilious	35
bilirubin	51
bilk	12
bill	17219
billabong	16
billet	243
billfish	2
billhook	9
billiard	190
billion	5375
billionaire	68
billow	235
billycan	7
biloba	6
biltong	2
bimbo	109
bimodal	18
bin	1398
binary	933
binaural	16
bind	9742
bindweed	26
bine	6
binge	240
bingo	347
binnacle	14
binoc	4
binoculars	686
binomial	48
bint	26
bio	284
bioaccumulation	2
bioactive	2
bioassay	6
bioavailability	10
biocentric	2
biochemical	443
biochemist	64
biochemistry	242
biocide	4
biocontrol	21
biodegradable	70
biodiesel	7
biodiversity	95
biodynamic	4
bioengineered	7
bioethics	5
biofeedback	33
biofilter	2
biofuel	20
biogenetic	1
biogenic	9
biogeochemistry	1
biogeography	89
biographer	285
biography	1435
biohazard	1
bioherm	2
bioinformatics	1
biological	2214
biology	1584
bioluminescence	11
biomarker	3
biomass	186
biome	18
biomechanical	17
biomedical	84
biomedicine	2
biometric	9
biomolecule	8
biomorphic	8
bionic	22
biophysical	22
biophysics	15
biopic	35
biopolymer	6
biopsy	991
bioreactor	5
bioremediation	28
biorhythm	14
bios	47
biosafety	1
bioscience	14
bioscope	10
biosensor	41
biosphere	71
biostatistics	1
biosynthetic	41
biota	13
biotech	34
biotechnology	353
biotic	65
biotin	70
biotite	9
biotope	6
biotype	9
bipartite	16
bipedal	48
bipedalism	14
biphenyl	27
biplane	85
birch	485
bird	10648
birefringence	10
birling	9
biro	150
birretta	5
birth	6252
biscuit	1592
bisect	63
biserial	2
bisexual	112
bishop	7656
bishopric	239
bismuth	101
bison	52
bisphosphonate	4
bisque	12
bistort	2
bistre	7
bistro	112
bit	30766
bite	2786
bitmap	64
bitstream	29
bitter	4256
bittern	45
bitters	32
bitumen	79
bitumin	39
bivariate	25
bivouac	76
bizarre	1078
blab	19
black	27758
blackamoor	16
blackball	18
blackcurrant	128
blackface	16
blackfly	14
blackguard	18
blackjack	29
blackleg	34
blacklist	93
blackmail	529
blackshirt	59
blacksmith	364
blackthorn	66
blacktop	6
blackwater	28
bladder	1072
blade	1808
blag	14
blah	442
blam	6
blame	5155
blanc	276
blanch	134
blancmange	39
blancs	51
bland	759
blandishment	39
blank	2340
blanket	1684
blanquette	8
blare	131
blarney	25
blase	19
blaspheme	260
blast	2184
blastocyst	46
blastomere	16
blastula	12
blat	12
blatant	539
blather	17
blaxploitation	6
blaze	1640
blazer	216
blazon	14
bleach	654
bleacher	14
bleak	1043
bleary	110
bleat	106
bleb	6
bleed	1802
bleep	148
blemish	217
blench	21
blend	1686
blenny	14
blent	4
blepharitis	2
bless	2487
blether	14
bleu	82
blight	322
blighter	40
blighty	34
blimey	207
blimp	25
blind	4659
blinder	44
blindfold	205
blini	4
blink	1182
blinker	133
blip	108
bliss	605
blister	427
blithe	154
blitz	343
blitzkrieg	27
blizzard	161
bloat	207
bloater	8
blob	251
bloc	716
block	9411
blockade	485
blockbuster	165
blockhouse	10
bloke	1511
blonde	1597
blood	18021
bloodhound	37
bloodshot	62
bloodstock	44
bloom	1349
bloop	2
blossom	743
blot	762
blotch	182
blotto	8
blouse	585
blow	7881
blowjob	6
blowsy	17
blowtorch	19
blub	25
blubber	56
bludgeon	96
blue	12786
bluebell	138
bluebird	74
bluebonnet	1
bluebottle	24
bluefin	13
bluefish	1
bluegill	1
bluegrass	14
blueprint	419
bluestocking	8
bluestone	10
bluetit	14
bluff	414
blunder	452
blunderbuss	18
blunt	1066
blur	1036
blurb	67
blurt	219
blush	890
bluster	203
boa	90
boar	465
board	19284
boarder	1173
boast	1428
boat	7795
boater	55
boatswain	13
bobbed	430
bobbin	95
bobble	78
bobby	1145
bobbysocks	4
bobcat	5
bobolink	1
bobsleigh	14
bobtail	10
bobwhite	2
boccia	11
boche	15
bock	31
bod	75
bodacious	3
bode	121
bodega	15
bodge	48
bodhisattva	5
bodhran	11
bodice	175
bodkin	26
body	33137
bodywork	86
boeuf	32
boff	3
boffin	108
boffo	2
bog	790
bogan	2
bogey	455
boggle	138
bogus	330
bogwood	92
bogyman	71
boil	3515
boing	25
boisterous	152
bola	31
bold	1909
bole	33
bolero	39
boletus	7
bolide	27
boll	29
bollard	95
bolling	3
bollock	301
bollocking	16
bollox	3
bollworm	10
bolo	11
bolshevik	467
bolshy	47
bolster	427
bolt	1863
bolus	71
bomb	7216
bombard	612
bombastic	48
bombax	3
bombazine	5
bombe	8
bombesin	3
bombshell	109
bombyx	3
bon	257
bona	290
bonanza	302
bonbon	9
bonce	12
bond	5652
bondage	151
bone	5439
bonfire	399
bong	45
bongo	72
bonheur	14
bonhomie	71
bonita	5
bonito	24
bonjour	37
bonk	67
bonkers	50
bonne	30
bonnet	464
bonny	148
bonobo	2
bonsai	56
bonus	1769
boo	473
boob	80
booby	100
boodle	13
boogaloo	1
booger	1
boogie	177
boogy	14
book	39443
bookie	212
booking	3095
bookmaker	223
bookworm	29
boolean	94
boom	2307
boomer	47
boomerang	49
boon	304
boondocks	2
boondoggle	2
boor	57
boost	3047
boot	4793
bootee	29
booth	787
bootleg	86
bootstrap	27
booty	147
booze	447
bop	149
bora	11
boracic	2
borage	18
borane	10
borate	10
borax	13
bordello	11
border	6106
borderline	188
bordure	4
boreal	28
borealis	28
boreas	5
boreen	7
boric	6
boring	3845
born	9581
boron	26
borough	2397
borrow	5319
borscht	9
borstal	70
borzoi	5
bosh	13
bosky	8
bosom	288
boson	16
bosque	4
boss	4263
bosun	18
bota	3
botany	925
botch	95
botfly	15
both	67464
bother	4339
bothy	100
botrytis	7
bottle	6360
bottlenose	36
bottler	5
bottom	8212
botulinum	5
botulism	15
boucle	3
boudin	17
boudoir	65
bouffant	25
bougainvillea	47
bough	192
bouillabaisse	12
bouillon	19
boulder	551
boule	27
boulevard	280
boulle	14
bounce	1818
boundary	4483
bounder	20
bounds	1262
bounty	257
bouquet	360
bourbon	163
bourdon	10
bourgeois	1699
bout	665
boutique	219
bouvier	5
bouzouki	6
bovid	6
bovine	221
bow	2983
bowdlerise	18
bowel	1470
bower	296
bowerbird	12
bowfin	6
bowhead	5
bowl	3139
bowled	2281
bowsprit	16
bowthruster	1
bowyers	7
box	12148
boxcar	13
boxed	2182
boxwood	21
boy	21326
boyar	20
boycott	904
boyo	55
bozo	28
brace	943
bracelet	295
bracero	2
brachial	4
brachiate	2
brachiopod	98
brachiosaur	14
brachycephalic	3
bracken	235
bracket	1157
brackish	135
bract	17
bradawl	4
bradycardia	16
brae	88
brag	89
braggadocio	5
braggart	20
brahman	31
braid	325
brail	3
braille	131
brain	5997
brainstorm	97
brainwash	79
brainwave	52
braise	36
brake	1484
bramble	264
bran	187
branch	9188
branchial	29
brand	3515
brandade	2
brandish	208
brandy	888
brash	217
brasier	32
brasil	18
brass	1635
brasserie	84
brassica	45
brassiere	519
brat	170
brattle	4
bratwurst	3
bravado	118
brave	2583
bravo	147
bravura	52
braw	3
brawl	241
brawn	75
bray	241
braze	5
brazen	147
brazier	114
brazils	14
breach	4095
bread	3790
breadfruit	11
breadline	24
breadth	643
break	28642
breakfast	4561
bream	433
breast	3163
breaststroke	32
breath	5790
breathalyse	46
breathalyzer	1
breathe	4396
breather	111
breccia	12
brede	8
bree	11
breech	251
breed	6402
breeze	1589
brel	28
bren	54
brethren	157
brevet	8
breviary	11
brevity	131
brew	3004
brewis	3
briar	100
bribe	841
bric	71
brick	3055
brickbat	19
bricoleur	4
bride	1469
bridge	7940
bridgehead	34
bridle	428
bridleway	94
brie	59
brief	8966
briefcase	371
briefed	1135
brigade	1266
brigadier	674
brigand	57
brigantine	6
bright	7877
brilliance	365
brilliant	3946
brilliantine	9
brim	452
brimstone	41
brindle	61
brine	187
bring	42675
brink	454
briny	9
brio	26
brioche	15
briony	7
briquette	23
bris	1
brisk	973
brisket	14
bristle	457
britannic	30
britches	44
brittle	477
broach	162
broad	9484
broadband	43
broadcast	4407
broadcloth	10
broadleaf	69
broadloom	12
broads	117
broadsheet	93
broadside	110
brocade	114
broccoli	134
brochure	1316
brogan	24
brogue	98
broil	17
broker	1401
brolly	52
bromeliad	14
bromide	89
bromine	33
bronchiectasis	1
bronchitic	2
bronchitis	167
bronchodilator	44
bronchoscope	6
bronchus	105
bronco	43
brontosaur	24
bronze	1802
brooch	304
brood	762
brook	1095
brookie	7
broom	429
brose	7
broth	158
brothel	262
brother	13134
brougham	49
brouhaha	15
brow	1157
browbeat	34
brown	9958
brownie	672
browse	515
brucellosis	8
brugh	2
bruin	15
bruise	1335
bruiser	74
bruit	4
brunch	28
brunet	4
brunette	77
brunt	223
brush	3942
brushwood	40
brusque	217
brut	46
brute	1762
bryozoan	20
bub	15
bubba	3
bubble	1636
bubby	12
bubo	22
bubonic	40
buccal	54
buccaneer	75
buck	1106
buckaroo	2
bucket	1426
buckeye	10
buckle	615
bucko	7
buckram	41
buckshee	3
buckshot	7
buckskin	20
buckwheat	11
buckyball	12
bucolic	20
bud	1122
buddle	17
buddleia	28
buddy	346
budge	171
budgerigar	35
budget	10855
budgie	143
budworm	5
buf	168
buff	435
buffalo	376
buffer	992
buffet	623
buffeted	128
buffo	6
buffoon	42
bug	863
bugaboo	4
bugbear	29
buggy	238
bugle	67
buhl	4
build	52472
bulb	1119
bulbul	3
bulge	697
bulgur	1
bulimia	146
bulk	2521
bulkhead	117
bull	2455
bulla	7
bulldog	119
bulldoze	244
bullet	1277
bulletin	992
bullfinch	19
bullhead	10
bullhorn	11
bullion	116
bullnose	3
bullock	318
bullseye	62
bullshit	153
bully	984
bulrush	32
bulwark	110
bum	588
bumble	194
bumblebee	27
bumboat	2
bummer	17
bump	1718
bumph	51
bumpkin	17
bumptious	17
bun	451
bunch	1471
bundesbank	258
bundesrat	71
bundle	1401
bung	147
bungalow	731
bungee	52
bungle	172
bungy	24
bunion	8
bunk	381
bunker	431
bunkum	13
bunny	436
bunsen	35
bunt	2
bunting	158
buoy	722
buprenorphine	2
bur	18
buran	5
burb	1
burble	73
burd	3
burden	3282
burdensome	72
burdock	6
bureau	1895
bureaucracy	1520
bureaucrat	1619
burette	6
burgage	8
burgeon	273
burgess	440
burgh	306
burgher	67
burgle	1534
burgomaster	4
burgonet	3
burin	4
burk	16
burka	4
burlap	6
burlesque	45
burly	201
burn	9099
burnie	5
burnish	135
burnoose	1
burnout	14
burp	75
burr	162
burrito	10
burro	8
burrow	1041
burry	10
bursar	78
bursary	111
bursitis	2
burst	3470
burthen	12
bury	4675
bus	7057
busboy	5
bush	4723
bushel	54
bushwhack	4
business	39355
busk	105
buss	32
bust	912
bustard	41
busted	375
bustle	639
busy	5657
but	446944
butadiene	10
butane	79
butanol	8
butch	158
butcher	1252
buteo	16
butler	1421
butt	738
butte	17
butter	2449
buttercup	80
butterfat	50
butterfingers	4
butterfish	5
butterfly	1153
butterflyfish	32
buttermilk	27
butternut	1
butterscotch	11
buttock	280
button	3012
buttress	382
butty	84
butyl	42
butyrate	71
butyric	12
buxom	49
buy	31599
buzz	1174
buzzard	250
buzzword	34
bwana	5
by	516081
byelaw	130
byelection	21
byes	35
bygone	148
bylaw	19
byline	37
bypass	967
byproduct	38
byre	92
byte	433
byway	54
byword	43
cab	1644
cabal	47
cabala	3
caballero	30
cabana	9
cabaret	327
cabbage	485
cabbala	3
cabbalist	18
cabby	109
caber	9
cabernet	91
cabin	1311
cabinet	6877
cable	2765
cabochon	58
cabomba	15
caboodle	12
caboose	2
cabotage	10
cabriole	6
cabriolet	32
cacao	5
cachalot	1
cache	519
cachepot	3
cachet	28
cachexia	2
cachinnate	1
cacique	12
cackle	165
cacophony	95
cactus	133
cad	346
cadaver	80
caddie	469
caddis	58
cadence	92
cadenza	26
cadet	413
cadge	37
cadi	4
cadmium	137
cadre	238
caduceus	10
caeca	7
caelum	1
caerulein	87
caesarean	128
caesarian	59
caesium	65
caesura	9
cafe	895
cafeteria	148
caffein	31
caffeine	149
caftan	14
cage	1508
cagey	52
cagoule	22
cahier	15
cahoots	16
caiman	3
caique	16
cairene	6
cairn	417
caisson	33
caitiff	1
cajole	155
cajun	59
cake	3782
caked	83
cakewalk	8
calabash	3
caladium	1
calamari	2
calamine	15
calamity	177
calamus	7
calcareous	96
calcic	4
calciferous	4
calcific	1
calcify	37
calcine	4
calcite	155
calcitonin	15
calcium	1312
calculable	22
calculate	7318
calculi	47
calculus	122
caldera	31
caldron	1
cale	52
calendar	1300
calendrical	20
calendula	20
calf	1240
calibrate	329
calibre	402
caliche	2
calico	99
calif	4
caliper	46
caliph	65
calisthenic	2
calkin	4
call	65433
calla	6
calligraphy	83
calliope	6
callisthenic	7
callosum	17
callous	249
callouses	33
callow	71
callus	21
calm	4454
calomel	11
calor	44
calorie	1251
calorific	36
calorimeter	21
calotype	4
calque	8
calthrop	4
calumny	28
calvados	31
calypso	47
calyx	52
calzone	1
cam	543
cama	16
camaraderie	101
camber	67
cambium	6
cambric	25
camcorder	317
camel	531
camelia	5
camellia	61
camelopardalis	2
camembert	39
cameo	143
camera	3929
cami	13
camisole	29
camo	9
camomile	50
camorra	13
camouflage	397
camp	5440
campagna	15
campagne	7
campaign	12879
campanile	76
campanology	5
campanula	18
campari	24
campesino	82
camphor	25
campi	3
campus	791
campy	1
campylobacter	19
camshaft	20
can	263030
canaille	2
canal	2609
canape	23
canard	29
canary	377
canasta	5
cancan	3
cancel	2948
cancer	4873
cancerian	16
candela	2
candelabra	72
candid	221
candidate	8147
candidiasis	45
candle	1637
candlewick	13
candor	1
candour	91
candy	434
cane	675
canine	228
canis	45
canister	146
canker	25
canna	36
cannabis	417
cannae	78
cannelloni	11
cannibal	229
cannister	9
cannon	868
cannonade	16
cannula	46
cannulation	18
canny	167
canoe	876
canon	1170
canonical	194
canonise	86
canoodle	10
canopus	26
canopy	616
cans	948
cant	136
cantabile	8
cantaloupe	4
cantankerous	40
cantata	100
canteen	711
canter	190
canticle	24
cantilever	47
cantina	5
cantle	3
canto	147
canton	269
cantonment	20
cantor	48
cantus	22
canty	3
canvas	1345
canvass	502
canyon	291
canzona	7
canzone	12
caoutchouc	1
cap	3790
capable	7526
capacious	65
capacitance	159
capacitive	26
capacitor	298
capacity	6463
caparison	22
cape	1042
capelin	5
capella	38
capellini	1
caper	143
capercaillie	25
capetian	81
capillary	223
capita	624
capital	14227
capitalise	660
capitalism	1890
capitalist	2732
capitation	106
capitula	7
capitular	25
capitulate	218
capo	28
capon	24
capote	19
cappella	62
cappuccino	52
capriccio	20
caprice	59
capricious	139
caprine	4
capsaicin	59
capsicum	9
capsid	11
capsize	134
capstan	35
capsule	400
captain	6332
caption	446
captious	8
captivate	182
captive	912
captor	128
capture	3579
capuchin	18
caput	16
capybara	6
car	34817
carabid	2
carabiner	1
carabinero	4
carabinieri	37
caracara	6
caracol	7
caracole	1
carafe	40
caramel	119
carapace	80
carat	188
caravan	1306
caravanserai	11
caravel	4
caraway	20
carbamazepine	7
carbide	65
carbine	26
carbo	8
carbohydrate	554
carbolic	29
carbon	2705
carbonaceous	43
carbonara	9
carbonate	647
carbonic	27
carboniferous	416
carbonyl	30
carborundum	24
carboxyl	36
carboy	5
carbuncle	24
carburettor	77
carburize	1
carcanet	6
carcase	98
carcass	252
carcinogen	206
carcinogenesis	44
carcinoid	73
carcinoma	509
card	9764
cardamom	28
cardboard	700
carded	25
cardia	56
cardiac	437
cardie	4
cardigan	390
cardinal	924
cardio	19
cardiogram	3
cardiograph	12
cardiology	61
cardiomyopathy	37
cardiopulmonary	29
cardiorespiratory	9
cardiothoracic	6
cardiovascular	239
cardioversion	1
cardy	19
care	43629
careen	14
career	9389
careering	122
caress	620
caret	2
carex	34
cargo	1020
caribe	9
caribou	59
caricature	311
caries	17
carillon	6
carina	40
carinae	2
carinate	5
carita	19
carjack	17
carle	7
carmelite	52
carnage	174
carnal	103
carnation	174
carnauba	2
carne	85
carnelian	94
carnet	3
carney	8
carnie	3
carnitine	60
carnival	367
carnivore	284
carny	3
carob	12
carol	1258
caroli	13
carolus	7
carom	2
carotene	38
carotenoid	9
carotid	29
carousal	2
carouse	33
carousel	95
carp	475
carpaccio	6
carpal	13
carpel	6
carpenter	708
carpet	3610
carpetbag	7
carpi	8
carport	21
carrack	15
carrageen	1
carrel	18
carriage	2355
carrion	93
carrot	879
carry	33242
carse	14
cart	2864
carta	54
carte	284
cartel	426
cartes	7
carthaginian	49
cartilage	123
cartography	169
carton	284
cartoon	867
cartouche	16
cartridge	490
caruncle	4
carve	2545
carvel	13
caryatid	20
casa	170
casanova	48
casbah	8
cascade	532
cascara	3
case	63902
cased	58
casein	57
casement	96
caseous	4
cash	9082
cashew	39
cashier	189
cashmere	121
casing	209
casino	289
cask	193
casket	151
casque	8
cassava	41
casserole	289
cassette	1151
cassia	10
cassiopeia	14
cassis	26
cassiterite	10
cassock	35
cassoulet	7
cassowary	77
cast	5851
castanet	23
caste	387
castellated	38
caster	235
castigate	149
castle	6074
castor	134
castrate	205
castrato	17
casual	2604
casualty	1737
casuarina	10
casuist	16
casus	11
cat	5688
cataclysm	89
catacomb	39
catafalque	10
catalase	39
catalepsy	8
catalogue	3406
catalpa	6
catalyse	419
catalysis	43
catalyst	532
catamaran	104
catamite	8
catapult	271
cataract	142
catarrh	67
catastrophe	877
catatonic	39
catbird	1
catcall	27
catch	15656
catchment	316
catchpenny	4
catchword	26
cate	22
catechesis	36
catechetic	9
catechetical	14
catechin	3
catechism	167
catechol	7
catecholamine	11
catechumen	8
categorical	310
category	7402
catena	10
catenary	22
cater	3217
cateran	4
caterpillar	375
caterwaul	17
cates	11
catfish	233
catharsis	44
cathartic	42
cathedral	2603
catheter	174
cathexis	11
cathode	98
cathodic	7
catholic	5218
cation	160
catkin	41
catling	2
catnip	17
catspaw	5
catsup	1
cattle	2635
catty	21
catwalk	191
caucus	116
caudal	57
caudillo	23
caudle	3
caul	10
cauld	4
cauldron	186
cauliflower	126
caulk	16
causa	70
causal	1382
cause	30688
causerie	1
causeway	184
caustic	243
cauterise	26
cautery	7
caution	1761
cautious	1851
cava	25
cavalcade	72
cavalier	359
cavalry	541
cave	1920
caveat	193
cavern	381
caviar	99
cavil	21
cavitation	4
cavity	547
cavort	77
caw	57
cay	38
cayenne	44
cayuse	8
ceanothus	4
cease	3258
cecum	101
cedar	244
cedarn	2
cede	165
cedi	4
cedilla	1
ceefax	50
ceiba	3
ceilidh	69
ceiling	2701
cel	30
celadon	9
celandine	9
celebrant	46
celebrate	6383
celebrity	676
celeriac	29
celerity	5
celery	200
celesta	9
celestial	160
celibacy	273
cell	13637
cella	29
cellar	875
cellist	43
cellnet	65
cello	243
cellophane	84
cellphone	31
cellular	1137
cellulite	157
cellulitis	7
celluloid	100
cellulose	184
celsius	144
cembalo	1
cement	1027
cemetery	936
cenotaph	52
cenote	3
cenozoic	31
censer	19
censor	1067
censure	258
census	1210
cent	38721
cental	2
centaur	75
centaurus	13
centaury	6
centavo	4
centenary	604
centennial	39
centesimal	39
centigrade	106
centigram	7
centile	50
centime	8
centimetre	4571
centipede	44
cento	45
centrale	37
centre	53625
centrefold	21
centrepiece	202
centrifuge	309
centripetal	20
centro	49
centroid	13
centrum	19
centurion	74
century	27940
cep	26
cephalic	26
cephalopod	25
cephalosporin	6
cepheid	24
cepheus	6
ceramic	746
ceramide	12
ceramist	1
cerate	2
cerberus	26
cereal	918
cerebella	14
cerebellum	34
cerebral	482
cerebration	3
cerebrospinal	21
cerebrovascular	22
cerebrum	6
cerecloth	20
cerement	4
ceremony	2768
ceres	18
cereus	4
cering	4
cerise	35
cerium	7
cermet	3
certain	46457
certificate	4268
certify	573
certiorari	85
certitude	33
cerulean	16
cervix	413
cesium	4
cessation	245
cession	15
cesspit	22
cesspool	32
cesta	10
cesti	7
cetacean	147
cetane	3
ceteris	47
cetus	18
ceviche	4
cha	105
chaconne	8
chador	6
chaebol	8
chafe	132
chaff	96
chaffinch	55
chaffing	17
chagrin	124
chai	28
chain	5492
chainmail	13
chair	9579
chaired	825
chairman	13056
chakra	25
chalcedony	18
chalcid	2
chalcopyrite	10
chaldean	2
chalet	244
chalice	122
chalk	1171
challenge	11588
cham	16
chamade	3
chamber	4249
chamberlain	826
chambermaid	52
chambray	13
chambre	27
chameleon	147
chamfer	35
chamois	50
chamomile	38
champagne	1870
champion	10185
chance	15990
chancel	152
chancellery	45
chancellor	3890
chancer	18
chancery	371
chancre	14
chandelier	201
chandler	324
change	69961
changeling	29
channel	6827
chanson	109
chant	989
chanterelle	10
chanteuse	15
chanticleer	4
chantry	112
chanty	4
chaos	1595
chaotic	485
chap	2028
chaparral	1
chapati	28
chapbook	10
chape	4
chapeau	7
chapel	2385
chaperonage	5
chaperone	92
chaplain	606
chaplet	11
chapped	26
chapter	18049
chaque	3
char	343
chara	5
charabanc	38
characin	16
character	15642
characteristic	7403
charade	177
charcoal	552
charcuterie	19
chard	55
chardonnay	166
chare	3
charge	24461
chargehand	27
chariot	376
charism	7
